label,degree
#49520=IfcPolyLoop,25
#49547=IfcPolyLoop,25
#49748=IfcPolyLoop,25
#49775=IfcPolyLoop,25
#50027=IfcPolyLoop,25
#50054=IfcPolyLoop,25
#50287=IfcPolyLoop,25
#50314=IfcPolyLoop,25
#50547=IfcPolyLoop,25
#50574=IfcPolyLoop,25
#50855=IfcPolyLoop,25
#51036=IfcPolyLoop,25
#51063=IfcPolyLoop,25
#51344=IfcPolyLoop,25
#51585=IfcPolyLoop,25
#51612=IfcPolyLoop,25
#51814=IfcPolyLoop,25
#51841=IfcPolyLoop,25
#52041=IfcPolyLoop,25
#52068=IfcPolyLoop,25
#52316=IfcPolyLoop,25
#52343=IfcPolyLoop,25
#52544=IfcPolyLoop,25
#52571=IfcPolyLoop,25
#52724=IfcPolyLoop,25
#52751=IfcPolyLoop,25
#53030=IfcPolyLoop,25
#53057=IfcPolyLoop,25
#53872=IfcPolyLoop,25
#53899=IfcPolyLoop,25
#55262=IfcPolyLoop,25
#55288=IfcPolyLoop,25
#55490=IfcPolyLoop,25
#55709=IfcPolyLoop,25
#55711=IfcPolyLoop,25
#55738=IfcPolyLoop,25
#55740=IfcPolyLoop,25
#55943=IfcPolyLoop,25
#55970=IfcPolyLoop,25
#55972=IfcPolyLoop,25
#56071=IfcPolyLoop,25
#56098=IfcPolyLoop,25
#56100=IfcPolyLoop,25
#56368=IfcPolyLoop,25
#56395=IfcPolyLoop,25
#56547=IfcPolyLoop,25
#56574=IfcPolyLoop,25
#56727=IfcPolyLoop,25
#56754=IfcPolyLoop,25
#56954=IfcPolyLoop,25
#56981=IfcPolyLoop,25
#57337=IfcPolyLoop,25
#57364=IfcPolyLoop,25
#58189=IfcPolyLoop,25
#58216=IfcPolyLoop,25
#58368=IfcPolyLoop,25
#58395=IfcPolyLoop,25
#58596=IfcPolyLoop,25
#58623=IfcPolyLoop,25
#58824=IfcPolyLoop,25
#58851=IfcPolyLoop,25
#59052=IfcPolyLoop,25
#59079=IfcPolyLoop,25
#59280=IfcPolyLoop,25
#59307=IfcPolyLoop,25
#59588=IfcPolyLoop,25
#59769=IfcPolyLoop,25
#59796=IfcPolyLoop,25
#60077=IfcPolyLoop,25
#60319=IfcPolyLoop,25
#60346=IfcPolyLoop,25
