label,degree
#9073=IfcCartesianPoint,7
#9119=IfcCartesianPoint,7
#9138=IfcCartesianPoint,7
#9152=IfcCartesianPoint,7
#9260=IfcCartesianPoint,7
#9299=IfcCartesianPoint,7
#9313=IfcCartesianPoint,7
#9520=IfcCartesianPoint,7
#9542=IfcCartesianPoint,7
#9652=IfcCartesianPoint,7
#9682=IfcCartesianPoint,7
#9693=IfcCartesianPoint,7
#9714=IfcCartesianPoint,7
#9778=IfcCartesianPoint,7
#9834=IfcCartesianPoint,7
#9875=IfcCartesianPoint,7
#9943=IfcCartesianPoint,7
#10214=IfcCartesianPoint,7
#10223=IfcCartesianPoint,7
#10257=IfcCartesianPoint,7
#10294=IfcCartesianPoint,7
#10386=IfcCartesianPoint,7
#10409=IfcCartesianPoint,7
#10696=IfcCartesianPoint,7
#10946=IfcCartesianPoint,7
#11045=IfcCartesianPoint,7
#11139=IfcCartesianPoint,7
#11141=IfcCartesianPoint,7
#11150=IfcCartesianPoint,7
#11161=IfcCartesianPoint,7
#11170=IfcCartesianPoint,7
#11305=IfcCartesianPoint,7
#11575=IfcCartesianPoint,7
#11593=IfcCartesianPoint,7
#11602=IfcCartesianPoint,7
#11616=IfcCartesianPoint,7
#11618=IfcCartesianPoint,7
#11732=IfcCartesianPoint,7
#13204=IfcCartesianPoint,7
#13216=IfcCartesianPoint,7
#13429=IfcCartesianPoint,7
#13524=IfcCartesianPoint,7
#13739=IfcCartesianPoint,7
#13867=IfcCartesianPoint,7
#13992=IfcCartesianPoint,7
#14007=IfcCartesianPoint,7
#14019=IfcCartesianPoint,7
#14048=IfcCartesianPoint,7
#14076=IfcCartesianPoint,7
#14107=IfcCartesianPoint,7
#14135=IfcCartesianPoint,7
#14209=IfcCartesianPoint,7
#14444=IfcCartesianPoint,7
#14455=IfcCartesianPoint,7
#14475=IfcCartesianPoint,7
#14496=IfcCartesianPoint,7
#14524=IfcCartesianPoint,7
#14663=IfcCartesianPoint,7
#14720=IfcCartesianPoint,7
#14855=IfcCartesianPoint,7
#14959=IfcCartesianPoint,7
#15131=IfcCartesianPoint,7
#15150=IfcCartesianPoint,7
#15171=IfcCartesianPoint,7
#15248=IfcCartesianPoint,7
#15278=IfcCartesianPoint,7
#15320=IfcCartesianPoint,7
#15331=IfcCartesianPoint,7
#15342=IfcCartesianPoint,7
#15481=IfcCartesianPoint,7
#15493=IfcCartesianPoint,7
#15665=IfcCartesianPoint,7
#15771=IfcCartesianPoint,7
#15813=IfcCartesianPoint,7
#15830=IfcCartesianPoint,7
#15844=IfcCartesianPoint,7
#15944=IfcCartesianPoint,7
#15983=IfcCartesianPoint,7
#15997=IfcCartesianPoint,7
#16204=IfcCartesianPoint,7
#16362=IfcCartesianPoint,7
#16373=IfcCartesianPoint,7
#16394=IfcCartesianPoint,7
#16458=IfcCartesianPoint,7
#16510=IfcCartesianPoint,7
#16551=IfcCartesianPoint,7
#16611=IfcCartesianPoint,7
#16876=IfcCartesianPoint,7
#16883=IfcCartesianPoint,7
#16919=IfcCartesianPoint,7
#16961=IfcCartesianPoint,7
#17046=IfcCartesianPoint,7
#17357=IfcCartesianPoint,7
#17601=IfcCartesianPoint,7
#17700=IfcCartesianPoint,7
#17794=IfcCartesianPoint,7
#17796=IfcCartesianPoint,7
#17805=IfcCartesianPoint,7
#17816=IfcCartesianPoint,7
#17825=IfcCartesianPoint,7
#17960=IfcCartesianPoint,7
#18230=IfcCartesianPoint,7
#18248=IfcCartesianPoint,7
#18257=IfcCartesianPoint,7
#18271=IfcCartesianPoint,7
#18273=IfcCartesianPoint,7
#18387=IfcCartesianPoint,7
#18784=IfcCartesianPoint,7
#18999=IfcCartesianPoint,7
#20592=IfcCartesianPoint,7
#20599=IfcCartesianPoint,7
#20613=IfcCartesianPoint,7
#20652=IfcCartesianPoint,7
#20659=IfcCartesianPoint,7
#20675=IfcCartesianPoint,7
#20724=IfcCartesianPoint,7
#20731=IfcCartesianPoint,7
#20745=IfcCartesianPoint,7
#20777=IfcCartesianPoint,7
#20786=IfcCartesianPoint,7
#20805=IfcCartesianPoint,7
#23068=IfcCartesianPoint,7
#23081=IfcCartesianPoint,7
#23092=IfcCartesianPoint,7
#23101=IfcCartesianPoint,7
#23124=IfcCartesianPoint,7
#23153=IfcCartesianPoint,7
#23172=IfcCartesianPoint,7
#23216=IfcCartesianPoint,7
#23313=IfcCartesianPoint,7
#23360=IfcCartesianPoint,7
#23373=IfcCartesianPoint,7
#23401=IfcCartesianPoint,7
#23538=IfcCartesianPoint,7
#23592=IfcCartesianPoint,7
#23638=IfcCartesianPoint,7
#23647=IfcCartesianPoint,7
#23959=IfcCartesianPoint,7
#23961=IfcCartesianPoint,7
#23975=IfcCartesianPoint,7
#23984=IfcCartesianPoint,7
#23991=IfcCartesianPoint,7
#23993=IfcCartesianPoint,7
#24014=IfcCartesianPoint,7
#24117=IfcCartesianPoint,7
#24165=IfcCartesianPoint,7
#24179=IfcCartesianPoint,7
#25118=IfcCartesianPoint,7
#25127=IfcCartesianPoint,7
#25138=IfcCartesianPoint,7
#25147=IfcCartesianPoint,7
#25170=IfcCartesianPoint,7
#25197=IfcCartesianPoint,7
#25222=IfcCartesianPoint,7
#25346=IfcCartesianPoint,7
#25397=IfcCartesianPoint,7
#25404=IfcCartesianPoint,7
#25438=IfcCartesianPoint,7
#25571=IfcCartesianPoint,7
#25633=IfcCartesianPoint,7
#25672=IfcCartesianPoint,7
#25686=IfcCartesianPoint,7
#25695=IfcCartesianPoint,7
#26005=IfcCartesianPoint,7
#26007=IfcCartesianPoint,7
#26023=IfcCartesianPoint,7
#26030=IfcCartesianPoint,7
#26037=IfcCartesianPoint,7
#26039=IfcCartesianPoint,7
#26060=IfcCartesianPoint,7
#26161=IfcCartesianPoint,7
#26209=IfcCartesianPoint,7
#26223=IfcCartesianPoint,7
#27046=IfcCartesianPoint,7
#27059=IfcCartesianPoint,7
#27070=IfcCartesianPoint,7
#27090=IfcCartesianPoint,7
#27113=IfcCartesianPoint,7
#27142=IfcCartesianPoint,7
#27161=IfcCartesianPoint,7
#27205=IfcCartesianPoint,7
#27298=IfcCartesianPoint,7
#27345=IfcCartesianPoint,7
#27358=IfcCartesianPoint,7
#27386=IfcCartesianPoint,7
#27523=IfcCartesianPoint,7
#27577=IfcCartesianPoint,7
#27623=IfcCartesianPoint,7
#27632=IfcCartesianPoint,7
#27942=IfcCartesianPoint,7
#27944=IfcCartesianPoint,7
#27958=IfcCartesianPoint,7
#27967=IfcCartesianPoint,7
#27974=IfcCartesianPoint,7
#27976=IfcCartesianPoint,7
#27997=IfcCartesianPoint,7
#28100=IfcCartesianPoint,7
#28148=IfcCartesianPoint,7
#28162=IfcCartesianPoint,7
#29208=IfcCartesianPoint,7
#29250=IfcCartesianPoint,7
#29280=IfcCartesianPoint,7
#29300=IfcCartesianPoint,7
#29344=IfcCartesianPoint,7
#30521=IfcCartesianPoint,7
#30528=IfcCartesianPoint,7
#30549=IfcCartesianPoint,7
#30563=IfcCartesianPoint,7
#30591=IfcCartesianPoint,7
#30593=IfcCartesianPoint,7
#30620=IfcCartesianPoint,7
#30639=IfcCartesianPoint,7
#30641=IfcCartesianPoint,7
#30753=IfcCartesianPoint,7
#31169=IfcCartesianPoint,7
#31190=IfcCartesianPoint,7
#31201=IfcCartesianPoint,7
#31225=IfcCartesianPoint,7
#31255=IfcCartesianPoint,7
#31267=IfcCartesianPoint,7
#31269=IfcCartesianPoint,7
#31372=IfcCartesianPoint,7
#31415=IfcCartesianPoint,7
#31446=IfcCartesianPoint,7
#31801=IfcCartesianPoint,7
#31812=IfcCartesianPoint,7
#31837=IfcCartesianPoint,7
#31942=IfcCartesianPoint,7
#31961=IfcCartesianPoint,7
#31968=IfcCartesianPoint,7
#31975=IfcCartesianPoint,7
#32261=IfcCartesianPoint,7
#32281=IfcCartesianPoint,7
#32297=IfcCartesianPoint,7
